Date,Year,Month Number,Month,Quarter,Week,Day,Day Name
22-03-2016 00:00,2016,3,March,Q1,13,22,Tuesday
23-03-2016 00:00,2016,3,March,Q1,13,23,Wednesday
24-03-2016 00:00,2016,3,March,Q1,13,24,Thursday
25-03-2016 00:00,2016,3,March,Q1,13,25,Friday
26-03-2016 00:00,2016,3,March,Q1,13,26,Saturday
27-03-2016 00:00,2016,3,March,Q1,14,27,Sunday
28-03-2016 00:00,2016,3,March,Q1,14,28,Monday
29-03-2016 00:00,2016,3,March,Q1,14,29,Tuesday
30-03-2016 00:00,2016,3,March,Q1,14,30,Wednesday
31-03-2016 00:00,2016,3,March,Q1,14,31,Thursday
01-04-2016 00:00,2016,4,April,Q2,14,1,Friday
02-04-2016 00:00,2016,4,April,Q2,14,2,Saturday
03-04-2016 00:00,2016,4,April,Q2,15,3,Sunday
04-04-2016 00:00,2016,4,April,Q2,15,4,Monday
05-04-2016 00:00,2016,4,April,Q2,15,5,Tuesday
06-04-2016 00:00,2016,4,April,Q2,15,6,Wednesday
07-04-2016 00:00,2016,4,April,Q2,15,7,Thursday
08-04-2016 00:00,2016,4,April,Q2,15,8,Friday
09-04-2016 00:00,2016,4,April,Q2,15,9,Saturday
10-04-2016 00:00,2016,4,April,Q2,16,10,Sunday
11-04-2016 00:00,2016,4,April,Q2,16,11,Monday
12-04-2016 00:00,2016,4,April,Q2,16,12,Tuesday
13-04-2016 00:00,2016,4,April,Q2,16,13,Wednesday
14-04-2016 00:00,2016,4,April,Q2,16,14,Thursday
15-04-2016 00:00,2016,4,April,Q2,16,15,Friday
16-04-2016 00:00,2016,4,April,Q2,16,16,Saturday
17-04-2016 00:00,2016,4,April,Q2,17,17,Sunday
18-04-2016 00:00,2016,4,April,Q2,17,18,Monday
19-04-2016 00:00,2016,4,April,Q2,17,19,Tuesday
20-04-2016 00:00,2016,4,April,Q2,17,20,Wednesday
21-04-2016 00:00,2016,4,April,Q2,17,21,Thursday
22-04-2016 00:00,2016,4,April,Q2,17,22,Friday
23-04-2016 00:00,2016,4,April,Q2,17,23,Saturday
24-04-2016 00:00,2016,4,April,Q2,18,24,Sunday
25-04-2016 00:00,2016,4,April,Q2,18,25,Monday
26-04-2016 00:00,2016,4,April,Q2,18,26,Tuesday
27-04-2016 00:00,2016,4,April,Q2,18,27,Wednesday
28-04-2016 00:00,2016,4,April,Q2,18,28,Thursday
29-04-2016 00:00,2016,4,April,Q2,18,29,Friday
30-04-2016 00:00,2016,4,April,Q2,18,30,Saturday
01-05-2016 00:00,2016,5,May,Q2,19,1,Sunday
02-05-2016 00:00,2016,5,May,Q2,19,2,Monday
03-05-2016 00:00,2016,5,May,Q2,19,3,Tuesday
04-05-2016 00:00,2016,5,May,Q2,19,4,Wednesday
05-05-2016 00:00,2016,5,May,Q2,19,5,Thursday
06-05-2016 00:00,2016,5,May,Q2,19,6,Friday
07-05-2016 00:00,2016,5,May,Q2,19,7,Saturday
08-05-2016 00:00,2016,5,May,Q2,20,8,Sunday
09-05-2016 00:00,2016,5,May,Q2,20,9,Monday
10-05-2016 00:00,2016,5,May,Q2,20,10,Tuesday
11-05-2016 00:00,2016,5,May,Q2,20,11,Wednesday
12-05-2016 00:00,2016,5,May,Q2,20,12,Thursday
13-05-2016 00:00,2016,5,May,Q2,20,13,Friday
14-05-2016 00:00,2016,5,May,Q2,20,14,Saturday
15-05-2016 00:00,2016,5,May,Q2,21,15,Sunday
16-05-2016 00:00,2016,5,May,Q2,21,16,Monday
17-05-2016 00:00,2016,5,May,Q2,21,17,Tuesday
18-05-2016 00:00,2016,5,May,Q2,21,18,Wednesday
19-05-2016 00:00,2016,5,May,Q2,21,19,Thursday
20-05-2016 00:00,2016,5,May,Q2,21,20,Friday
21-05-2016 00:00,2016,5,May,Q2,21,21,Saturday
22-05-2016 00:00,2016,5,May,Q2,22,22,Sunday
23-05-2016 00:00,2016,5,May,Q2,22,23,Monday
24-05-2016 00:00,2016,5,May,Q2,22,24,Tuesday
25-05-2016 00:00,2016,5,May,Q2,22,25,Wednesday
26-05-2016 00:00,2016,5,May,Q2,22,26,Thursday
27-05-2016 00:00,2016,5,May,Q2,22,27,Friday
28-05-2016 00:00,2016,5,May,Q2,22,28,Saturday
29-05-2016 00:00,2016,5,May,Q2,23,29,Sunday
30-05-2016 00:00,2016,5,May,Q2,23,30,Monday
31-05-2016 00:00,2016,5,May,Q2,23,31,Tuesday
01-06-2016 00:00,2016,6,June,Q2,23,1,Wednesday
02-06-2016 00:00,2016,6,June,Q2,23,2,Thursday
03-06-2016 00:00,2016,6,June,Q2,23,3,Friday
04-06-2016 00:00,2016,6,June,Q2,23,4,Saturday
05-06-2016 00:00,2016,6,June,Q2,24,5,Sunday
06-06-2016 00:00,2016,6,June,Q2,24,6,Monday
07-06-2016 00:00,2016,6,June,Q2,24,7,Tuesday
08-06-2016 00:00,2016,6,June,Q2,24,8,Wednesday
09-06-2016 00:00,2016,6,June,Q2,24,9,Thursday
10-06-2016 00:00,2016,6,June,Q2,24,10,Friday
11-06-2016 00:00,2016,6,June,Q2,24,11,Saturday
12-06-2016 00:00,2016,6,June,Q2,25,12,Sunday
13-06-2016 00:00,2016,6,June,Q2,25,13,Monday
14-06-2016 00:00,2016,6,June,Q2,25,14,Tuesday
15-06-2016 00:00,2016,6,June,Q2,25,15,Wednesday
16-06-2016 00:00,2016,6,June,Q2,25,16,Thursday
17-06-2016 00:00,2016,6,June,Q2,25,17,Friday
18-06-2016 00:00,2016,6,June,Q2,25,18,Saturday
19-06-2016 00:00,2016,6,June,Q2,26,19,Sunday
20-06-2016 00:00,2016,6,June,Q2,26,20,Monday
21-06-2016 00:00,2016,6,June,Q2,26,21,Tuesday
22-06-2016 00:00,2016,6,June,Q2,26,22,Wednesday
23-06-2016 00:00,2016,6,June,Q2,26,23,Thursday
24-06-2016 00:00,2016,6,June,Q2,26,24,Friday
25-06-2016 00:00,2016,6,June,Q2,26,25,Saturday
26-06-2016 00:00,2016,6,June,Q2,27,26,Sunday
27-06-2016 00:00,2016,6,June,Q2,27,27,Monday
28-06-2016 00:00,2016,6,June,Q2,27,28,Tuesday
29-06-2016 00:00,2016,6,June,Q2,27,29,Wednesday
30-06-2016 00:00,2016,6,June,Q2,27,30,Thursday
01-07-2016 00:00,2016,7,July,Q3,27,1,Friday
02-07-2016 00:00,2016,7,July,Q3,27,2,Saturday
03-07-2016 00:00,2016,7,July,Q3,28,3,Sunday
04-07-2016 00:00,2016,7,July,Q3,28,4,Monday
05-07-2016 00:00,2016,7,July,Q3,28,5,Tuesday
06-07-2016 00:00,2016,7,July,Q3,28,6,Wednesday
07-07-2016 00:00,2016,7,July,Q3,28,7,Thursday
08-07-2016 00:00,2016,7,July,Q3,28,8,Friday
09-07-2016 00:00,2016,7,July,Q3,28,9,Saturday
10-07-2016 00:00,2016,7,July,Q3,29,10,Sunday
11-07-2016 00:00,2016,7,July,Q3,29,11,Monday
12-07-2016 00:00,2016,7,July,Q3,29,12,Tuesday
13-07-2016 00:00,2016,7,July,Q3,29,13,Wednesday
14-07-2016 00:00,2016,7,July,Q3,29,14,Thursday
15-07-2016 00:00,2016,7,July,Q3,29,15,Friday
16-07-2016 00:00,2016,7,July,Q3,29,16,Saturday
17-07-2016 00:00,2016,7,July,Q3,30,17,Sunday
18-07-2016 00:00,2016,7,July,Q3,30,18,Monday
19-07-2016 00:00,2016,7,July,Q3,30,19,Tuesday
20-07-2016 00:00,2016,7,July,Q3,30,20,Wednesday
21-07-2016 00:00,2016,7,July,Q3,30,21,Thursday
22-07-2016 00:00,2016,7,July,Q3,30,22,Friday
23-07-2016 00:00,2016,7,July,Q3,30,23,Saturday
24-07-2016 00:00,2016,7,July,Q3,31,24,Sunday
25-07-2016 00:00,2016,7,July,Q3,31,25,Monday
26-07-2016 00:00,2016,7,July,Q3,31,26,Tuesday
27-07-2016 00:00,2016,7,July,Q3,31,27,Wednesday
28-07-2016 00:00,2016,7,July,Q3,31,28,Thursday
29-07-2016 00:00,2016,7,July,Q3,31,29,Friday
30-07-2016 00:00,2016,7,July,Q3,31,30,Saturday
31-07-2016 00:00,2016,7,July,Q3,32,31,Sunday
01-08-2016 00:00,2016,8,August,Q3,32,1,Monday
02-08-2016 00:00,2016,8,August,Q3,32,2,Tuesday
03-08-2016 00:00,2016,8,August,Q3,32,3,Wednesday
04-08-2016 00:00,2016,8,August,Q3,32,4,Thursday
05-08-2016 00:00,2016,8,August,Q3,32,5,Friday
06-08-2016 00:00,2016,8,August,Q3,32,6,Saturday
07-08-2016 00:00,2016,8,August,Q3,33,7,Sunday
08-08-2016 00:00,2016,8,August,Q3,33,8,Monday
09-08-2016 00:00,2016,8,August,Q3,33,9,Tuesday
10-08-2016 00:00,2016,8,August,Q3,33,10,Wednesday
11-08-2016 00:00,2016,8,August,Q3,33,11,Thursday
12-08-2016 00:00,2016,8,August,Q3,33,12,Friday
13-08-2016 00:00,2016,8,August,Q3,33,13,Saturday
14-08-2016 00:00,2016,8,August,Q3,34,14,Sunday
15-08-2016 00:00,2016,8,August,Q3,34,15,Monday
16-08-2016 00:00,2016,8,August,Q3,34,16,Tuesday
17-08-2016 00:00,2016,8,August,Q3,34,17,Wednesday
18-08-2016 00:00,2016,8,August,Q3,34,18,Thursday
19-08-2016 00:00,2016,8,August,Q3,34,19,Friday
20-08-2016 00:00,2016,8,August,Q3,34,20,Saturday
21-08-2016 00:00,2016,8,August,Q3,35,21,Sunday
22-08-2016 00:00,2016,8,August,Q3,35,22,Monday
23-08-2016 00:00,2016,8,August,Q3,35,23,Tuesday
24-08-2016 00:00,2016,8,August,Q3,35,24,Wednesday
25-08-2016 00:00,2016,8,August,Q3,35,25,Thursday
26-08-2016 00:00,2016,8,August,Q3,35,26,Friday
27-08-2016 00:00,2016,8,August,Q3,35,27,Saturday
28-08-2016 00:00,2016,8,August,Q3,36,28,Sunday
29-08-2016 00:00,2016,8,August,Q3,36,29,Monday
30-08-2016 00:00,2016,8,August,Q3,36,30,Tuesday
31-08-2016 00:00,2016,8,August,Q3,36,31,Wednesday
01-09-2016 00:00,2016,9,September,Q3,36,1,Thursday
02-09-2016 00:00,2016,9,September,Q3,36,2,Friday
03-09-2016 00:00,2016,9,September,Q3,36,3,Saturday
04-09-2016 00:00,2016,9,September,Q3,37,4,Sunday
05-09-2016 00:00,2016,9,September,Q3,37,5,Monday
06-09-2016 00:00,2016,9,September,Q3,37,6,Tuesday
07-09-2016 00:00,2016,9,September,Q3,37,7,Wednesday
08-09-2016 00:00,2016,9,September,Q3,37,8,Thursday
09-09-2016 00:00,2016,9,September,Q3,37,9,Friday
10-09-2016 00:00,2016,9,September,Q3,37,10,Saturday
11-09-2016 00:00,2016,9,September,Q3,38,11,Sunday
12-09-2016 00:00,2016,9,September,Q3,38,12,Monday
13-09-2016 00:00,2016,9,September,Q3,38,13,Tuesday
14-09-2016 00:00,2016,9,September,Q3,38,14,Wednesday
15-09-2016 00:00,2016,9,September,Q3,38,15,Thursday
16-09-2016 00:00,2016,9,September,Q3,38,16,Friday
17-09-2016 00:00,2016,9,September,Q3,38,17,Saturday
18-09-2016 00:00,2016,9,September,Q3,39,18,Sunday
19-09-2016 00:00,2016,9,September,Q3,39,19,Monday
20-09-2016 00:00,2016,9,September,Q3,39,20,Tuesday
21-09-2016 00:00,2016,9,September,Q3,39,21,Wednesday
22-09-2016 00:00,2016,9,September,Q3,39,22,Thursday
23-09-2016 00:00,2016,9,September,Q3,39,23,Friday
24-09-2016 00:00,2016,9,September,Q3,39,24,Saturday
25-09-2016 00:00,2016,9,September,Q3,40,25,Sunday
26-09-2016 00:00,2016,9,September,Q3,40,26,Monday
27-09-2016 00:00,2016,9,September,Q3,40,27,Tuesday
28-09-2016 00:00,2016,9,September,Q3,40,28,Wednesday
29-09-2016 00:00,2016,9,September,Q3,40,29,Thursday
30-09-2016 00:00,2016,9,September,Q3,40,30,Friday
01-10-2016 00:00,2016,10,October,Q4,40,1,Saturday
02-10-2016 00:00,2016,10,October,Q4,41,2,Sunday
03-10-2016 00:00,2016,10,October,Q4,41,3,Monday
04-10-2016 00:00,2016,10,October,Q4,41,4,Tuesday
05-10-2016 00:00,2016,10,October,Q4,41,5,Wednesday
06-10-2016 00:00,2016,10,October,Q4,41,6,Thursday
07-10-2016 00:00,2016,10,October,Q4,41,7,Friday
08-10-2016 00:00,2016,10,October,Q4,41,8,Saturday
09-10-2016 00:00,2016,10,October,Q4,42,9,Sunday
10-10-2016 00:00,2016,10,October,Q4,42,10,Monday
11-10-2016 00:00,2016,10,October,Q4,42,11,Tuesday
12-10-2016 00:00,2016,10,October,Q4,42,12,Wednesday
13-10-2016 00:00,2016,10,October,Q4,42,13,Thursday
14-10-2016 00:00,2016,10,October,Q4,42,14,Friday
15-10-2016 00:00,2016,10,October,Q4,42,15,Saturday
16-10-2016 00:00,2016,10,October,Q4,43,16,Sunday
17-10-2016 00:00,2016,10,October,Q4,43,17,Monday
18-10-2016 00:00,2016,10,October,Q4,43,18,Tuesday
19-10-2016 00:00,2016,10,October,Q4,43,19,Wednesday
20-10-2016 00:00,2016,10,October,Q4,43,20,Thursday
21-10-2016 00:00,2016,10,October,Q4,43,21,Friday
22-10-2016 00:00,2016,10,October,Q4,43,22,Saturday
23-10-2016 00:00,2016,10,October,Q4,44,23,Sunday
24-10-2016 00:00,2016,10,October,Q4,44,24,Monday
25-10-2016 00:00,2016,10,October,Q4,44,25,Tuesday
26-10-2016 00:00,2016,10,October,Q4,44,26,Wednesday
27-10-2016 00:00,2016,10,October,Q4,44,27,Thursday
28-10-2016 00:00,2016,10,October,Q4,44,28,Friday
29-10-2016 00:00,2016,10,October,Q4,44,29,Saturday
30-10-2016 00:00,2016,10,October,Q4,45,30,Sunday
31-10-2016 00:00,2016,10,October,Q4,45,31,Monday
01-11-2016 00:00,2016,11,November,Q4,45,1,Tuesday
02-11-2016 00:00,2016,11,November,Q4,45,2,Wednesday
03-11-2016 00:00,2016,11,November,Q4,45,3,Thursday
04-11-2016 00:00,2016,11,November,Q4,45,4,Friday
05-11-2016 00:00,2016,11,November,Q4,45,5,Saturday
06-11-2016 00:00,2016,11,November,Q4,46,6,Sunday
07-11-2016 00:00,2016,11,November,Q4,46,7,Monday
08-11-2016 00:00,2016,11,November,Q4,46,8,Tuesday
09-11-2016 00:00,2016,11,November,Q4,46,9,Wednesday
10-11-2016 00:00,2016,11,November,Q4,46,10,Thursday
11-11-2016 00:00,2016,11,November,Q4,46,11,Friday
12-11-2016 00:00,2016,11,November,Q4,46,12,Saturday
13-11-2016 00:00,2016,11,November,Q4,47,13,Sunday
14-11-2016 00:00,2016,11,November,Q4,47,14,Monday
15-11-2016 00:00,2016,11,November,Q4,47,15,Tuesday
16-11-2016 00:00,2016,11,November,Q4,47,16,Wednesday
17-11-2016 00:00,2016,11,November,Q4,47,17,Thursday
18-11-2016 00:00,2016,11,November,Q4,47,18,Friday
19-11-2016 00:00,2016,11,November,Q4,47,19,Saturday
20-11-2016 00:00,2016,11,November,Q4,48,20,Sunday
21-11-2016 00:00,2016,11,November,Q4,48,21,Monday
22-11-2016 00:00,2016,11,November,Q4,48,22,Tuesday
23-11-2016 00:00,2016,11,November,Q4,48,23,Wednesday
24-11-2016 00:00,2016,11,November,Q4,48,24,Thursday
25-11-2016 00:00,2016,11,November,Q4,48,25,Friday
26-11-2016 00:00,2016,11,November,Q4,48,26,Saturday
27-11-2016 00:00,2016,11,November,Q4,49,27,Sunday
28-11-2016 00:00,2016,11,November,Q4,49,28,Monday
29-11-2016 00:00,2016,11,November,Q4,49,29,Tuesday
30-11-2016 00:00,2016,11,November,Q4,49,30,Wednesday
01-12-2016 00:00,2016,12,December,Q4,49,1,Thursday
02-12-2016 00:00,2016,12,December,Q4,49,2,Friday
03-12-2016 00:00,2016,12,December,Q4,49,3,Saturday
04-12-2016 00:00,2016,12,December,Q4,50,4,Sunday
05-12-2016 00:00,2016,12,December,Q4,50,5,Monday
06-12-2016 00:00,2016,12,December,Q4,50,6,Tuesday
07-12-2016 00:00,2016,12,December,Q4,50,7,Wednesday
08-12-2016 00:00,2016,12,December,Q4,50,8,Thursday
09-12-2016 00:00,2016,12,December,Q4,50,9,Friday
10-12-2016 00:00,2016,12,December,Q4,50,10,Saturday
11-12-2016 00:00,2016,12,December,Q4,51,11,Sunday
12-12-2016 00:00,2016,12,December,Q4,51,12,Monday
13-12-2016 00:00,2016,12,December,Q4,51,13,Tuesday
14-12-2016 00:00,2016,12,December,Q4,51,14,Wednesday
15-12-2016 00:00,2016,12,December,Q4,51,15,Thursday
16-12-2016 00:00,2016,12,December,Q4,51,16,Friday
17-12-2016 00:00,2016,12,December,Q4,51,17,Saturday
18-12-2016 00:00,2016,12,December,Q4,52,18,Sunday
19-12-2016 00:00,2016,12,December,Q4,52,19,Monday
20-12-2016 00:00,2016,12,December,Q4,52,20,Tuesday
21-12-2016 00:00,2016,12,December,Q4,52,21,Wednesday
22-12-2016 00:00,2016,12,December,Q4,52,22,Thursday
23-12-2016 00:00,2016,12,December,Q4,52,23,Friday
24-12-2016 00:00,2016,12,December,Q4,52,24,Saturday
25-12-2016 00:00,2016,12,December,Q4,53,25,Sunday
26-12-2016 00:00,2016,12,December,Q4,53,26,Monday
27-12-2016 00:00,2016,12,December,Q4,53,27,Tuesday
28-12-2016 00:00,2016,12,December,Q4,53,28,Wednesday
29-12-2016 00:00,2016,12,December,Q4,53,29,Thursday
30-12-2016 00:00,2016,12,December,Q4,53,30,Friday
31-12-2016 00:00,2016,12,December,Q4,53,31,Saturday
01-01-2017 00:00,2017,1,January,Q1,1,1,Sunday
02-01-2017 00:00,2017,1,January,Q1,1,2,Monday
03-01-2017 00:00,2017,1,January,Q1,1,3,Tuesday
04-01-2017 00:00,2017,1,January,Q1,1,4,Wednesday
05-01-2017 00:00,2017,1,January,Q1,1,5,Thursday
06-01-2017 00:00,2017,1,January,Q1,1,6,Friday
07-01-2017 00:00,2017,1,January,Q1,1,7,Saturday
08-01-2017 00:00,2017,1,January,Q1,2,8,Sunday
09-01-2017 00:00,2017,1,January,Q1,2,9,Monday
10-01-2017 00:00,2017,1,January,Q1,2,10,Tuesday
11-01-2017 00:00,2017,1,January,Q1,2,11,Wednesday
12-01-2017 00:00,2017,1,January,Q1,2,12,Thursday
13-01-2017 00:00,2017,1,January,Q1,2,13,Friday
14-01-2017 00:00,2017,1,January,Q1,2,14,Saturday
15-01-2017 00:00,2017,1,January,Q1,3,15,Sunday
16-01-2017 00:00,2017,1,January,Q1,3,16,Monday
17-01-2017 00:00,2017,1,January,Q1,3,17,Tuesday
18-01-2017 00:00,2017,1,January,Q1,3,18,Wednesday
19-01-2017 00:00,2017,1,January,Q1,3,19,Thursday
20-01-2017 00:00,2017,1,January,Q1,3,20,Friday
21-01-2017 00:00,2017,1,January,Q1,3,21,Saturday
22-01-2017 00:00,2017,1,January,Q1,4,22,Sunday
23-01-2017 00:00,2017,1,January,Q1,4,23,Monday
24-01-2017 00:00,2017,1,January,Q1,4,24,Tuesday
25-01-2017 00:00,2017,1,January,Q1,4,25,Wednesday
26-01-2017 00:00,2017,1,January,Q1,4,26,Thursday
27-01-2017 00:00,2017,1,January,Q1,4,27,Friday
28-01-2017 00:00,2017,1,January,Q1,4,28,Saturday
29-01-2017 00:00,2017,1,January,Q1,5,29,Sunday
30-01-2017 00:00,2017,1,January,Q1,5,30,Monday
31-01-2017 00:00,2017,1,January,Q1,5,31,Tuesday
01-02-2017 00:00,2017,2,February,Q1,5,1,Wednesday
02-02-2017 00:00,2017,2,February,Q1,5,2,Thursday
03-02-2017 00:00,2017,2,February,Q1,5,3,Friday
04-02-2017 00:00,2017,2,February,Q1,5,4,Saturday
05-02-2017 00:00,2017,2,February,Q1,6,5,Sunday
06-02-2017 00:00,2017,2,February,Q1,6,6,Monday
07-02-2017 00:00,2017,2,February,Q1,6,7,Tuesday
08-02-2017 00:00,2017,2,February,Q1,6,8,Wednesday
09-02-2017 00:00,2017,2,February,Q1,6,9,Thursday
10-02-2017 00:00,2017,2,February,Q1,6,10,Friday
11-02-2017 00:00,2017,2,February,Q1,6,11,Saturday
12-02-2017 00:00,2017,2,February,Q1,7,12,Sunday
13-02-2017 00:00,2017,2,February,Q1,7,13,Monday
14-02-2017 00:00,2017,2,February,Q1,7,14,Tuesday
15-02-2017 00:00,2017,2,February,Q1,7,15,Wednesday
16-02-2017 00:00,2017,2,February,Q1,7,16,Thursday
17-02-2017 00:00,2017,2,February,Q1,7,17,Friday
18-02-2017 00:00,2017,2,February,Q1,7,18,Saturday
19-02-2017 00:00,2017,2,February,Q1,8,19,Sunday
20-02-2017 00:00,2017,2,February,Q1,8,20,Monday
21-02-2017 00:00,2017,2,February,Q1,8,21,Tuesday
22-02-2017 00:00,2017,2,February,Q1,8,22,Wednesday
23-02-2017 00:00,2017,2,February,Q1,8,23,Thursday
24-02-2017 00:00,2017,2,February,Q1,8,24,Friday
25-02-2017 00:00,2017,2,February,Q1,8,25,Saturday
26-02-2017 00:00,2017,2,February,Q1,9,26,Sunday
27-02-2017 00:00,2017,2,February,Q1,9,27,Monday
28-02-2017 00:00,2017,2,February,Q1,9,28,Tuesday
01-03-2017 00:00,2017,3,March,Q1,9,1,Wednesday
02-03-2017 00:00,2017,3,March,Q1,9,2,Thursday
03-03-2017 00:00,2017,3,March,Q1,9,3,Friday
04-03-2017 00:00,2017,3,March,Q1,9,4,Saturday
05-03-2017 00:00,2017,3,March,Q1,10,5,Sunday
06-03-2017 00:00,2017,3,March,Q1,10,6,Monday
07-03-2017 00:00,2017,3,March,Q1,10,7,Tuesday
08-03-2017 00:00,2017,3,March,Q1,10,8,Wednesday
09-03-2017 00:00,2017,3,March,Q1,10,9,Thursday
10-03-2017 00:00,2017,3,March,Q1,10,10,Friday
11-03-2017 00:00,2017,3,March,Q1,10,11,Saturday
12-03-2017 00:00,2017,3,March,Q1,11,12,Sunday
13-03-2017 00:00,2017,3,March,Q1,11,13,Monday
14-03-2017 00:00,2017,3,March,Q1,11,14,Tuesday
15-03-2017 00:00,2017,3,March,Q1,11,15,Wednesday
16-03-2017 00:00,2017,3,March,Q1,11,16,Thursday
17-03-2017 00:00,2017,3,March,Q1,11,17,Friday
18-03-2017 00:00,2017,3,March,Q1,11,18,Saturday
19-03-2017 00:00,2017,3,March,Q1,12,19,Sunday
20-03-2017 00:00,2017,3,March,Q1,12,20,Monday
21-03-2017 00:00,2017,3,March,Q1,12,21,Tuesday
22-03-2017 00:00,2017,3,March,Q1,12,22,Wednesday
23-03-2017 00:00,2017,3,March,Q1,12,23,Thursday
24-03-2017 00:00,2017,3,March,Q1,12,24,Friday
25-03-2017 00:00,2017,3,March,Q1,12,25,Saturday
26-03-2017 00:00,2017,3,March,Q1,13,26,Sunday
27-03-2017 00:00,2017,3,March,Q1,13,27,Monday
28-03-2017 00:00,2017,3,March,Q1,13,28,Tuesday
29-03-2017 00:00,2017,3,March,Q1,13,29,Wednesday
30-03-2017 00:00,2017,3,March,Q1,13,30,Thursday
31-03-2017 00:00,2017,3,March,Q1,13,31,Friday
01-04-2017 00:00,2017,4,April,Q2,13,1,Saturday
02-04-2017 00:00,2017,4,April,Q2,14,2,Sunday
03-04-2017 00:00,2017,4,April,Q2,14,3,Monday
04-04-2017 00:00,2017,4,April,Q2,14,4,Tuesday
05-04-2017 00:00,2017,4,April,Q2,14,5,Wednesday
06-04-2017 00:00,2017,4,April,Q2,14,6,Thursday
07-04-2017 00:00,2017,4,April,Q2,14,7,Friday
08-04-2017 00:00,2017,4,April,Q2,14,8,Saturday
09-04-2017 00:00,2017,4,April,Q2,15,9,Sunday
10-04-2017 00:00,2017,4,April,Q2,15,10,Monday
11-04-2017 00:00,2017,4,April,Q2,15,11,Tuesday
12-04-2017 00:00,2017,4,April,Q2,15,12,Wednesday
13-04-2017 00:00,2017,4,April,Q2,15,13,Thursday
14-04-2017 00:00,2017,4,April,Q2,15,14,Friday
15-04-2017 00:00,2017,4,April,Q2,15,15,Saturday
16-04-2017 00:00,2017,4,April,Q2,16,16,Sunday
17-04-2017 00:00,2017,4,April,Q2,16,17,Monday
18-04-2017 00:00,2017,4,April,Q2,16,18,Tuesday
19-04-2017 00:00,2017,4,April,Q2,16,19,Wednesday
20-04-2017 00:00,2017,4,April,Q2,16,20,Thursday
21-04-2017 00:00,2017,4,April,Q2,16,21,Friday
22-04-2017 00:00,2017,4,April,Q2,16,22,Saturday
23-04-2017 00:00,2017,4,April,Q2,17,23,Sunday
24-04-2017 00:00,2017,4,April,Q2,17,24,Monday
25-04-2017 00:00,2017,4,April,Q2,17,25,Tuesday
26-04-2017 00:00,2017,4,April,Q2,17,26,Wednesday
27-04-2017 00:00,2017,4,April,Q2,17,27,Thursday
28-04-2017 00:00,2017,4,April,Q2,17,28,Friday
29-04-2017 00:00,2017,4,April,Q2,17,29,Saturday
30-04-2017 00:00,2017,4,April,Q2,18,30,Sunday
01-05-2017 00:00,2017,5,May,Q2,18,1,Monday
02-05-2017 00:00,2017,5,May,Q2,18,2,Tuesday
03-05-2017 00:00,2017,5,May,Q2,18,3,Wednesday
04-05-2017 00:00,2017,5,May,Q2,18,4,Thursday
05-05-2017 00:00,2017,5,May,Q2,18,5,Friday
06-05-2017 00:00,2017,5,May,Q2,18,6,Saturday
07-05-2017 00:00,2017,5,May,Q2,19,7,Sunday
08-05-2017 00:00,2017,5,May,Q2,19,8,Monday
09-05-2017 00:00,2017,5,May,Q2,19,9,Tuesday
10-05-2017 00:00,2017,5,May,Q2,19,10,Wednesday
11-05-2017 00:00,2017,5,May,Q2,19,11,Thursday
12-05-2017 00:00,2017,5,May,Q2,19,12,Friday
13-05-2017 00:00,2017,5,May,Q2,19,13,Saturday
14-05-2017 00:00,2017,5,May,Q2,20,14,Sunday
15-05-2017 00:00,2017,5,May,Q2,20,15,Monday
16-05-2017 00:00,2017,5,May,Q2,20,16,Tuesday
17-05-2017 00:00,2017,5,May,Q2,20,17,Wednesday
18-05-2017 00:00,2017,5,May,Q2,20,18,Thursday
19-05-2017 00:00,2017,5,May,Q2,20,19,Friday
20-05-2017 00:00,2017,5,May,Q2,20,20,Saturday
21-05-2017 00:00,2017,5,May,Q2,21,21,Sunday
22-05-2017 00:00,2017,5,May,Q2,21,22,Monday
23-05-2017 00:00,2017,5,May,Q2,21,23,Tuesday
24-05-2017 00:00,2017,5,May,Q2,21,24,Wednesday
25-05-2017 00:00,2017,5,May,Q2,21,25,Thursday
26-05-2017 00:00,2017,5,May,Q2,21,26,Friday
27-05-2017 00:00,2017,5,May,Q2,21,27,Saturday
28-05-2017 00:00,2017,5,May,Q2,22,28,Sunday
29-05-2017 00:00,2017,5,May,Q2,22,29,Monday
30-05-2017 00:00,2017,5,May,Q2,22,30,Tuesday
31-05-2017 00:00,2017,5,May,Q2,22,31,Wednesday
01-06-2017 00:00,2017,6,June,Q2,22,1,Thursday
02-06-2017 00:00,2017,6,June,Q2,22,2,Friday
03-06-2017 00:00,2017,6,June,Q2,22,3,Saturday
04-06-2017 00:00,2017,6,June,Q2,23,4,Sunday
05-06-2017 00:00,2017,6,June,Q2,23,5,Monday
06-06-2017 00:00,2017,6,June,Q2,23,6,Tuesday
07-06-2017 00:00,2017,6,June,Q2,23,7,Wednesday
08-06-2017 00:00,2017,6,June,Q2,23,8,Thursday
09-06-2017 00:00,2017,6,June,Q2,23,9,Friday
10-06-2017 00:00,2017,6,June,Q2,23,10,Saturday
11-06-2017 00:00,2017,6,June,Q2,24,11,Sunday
12-06-2017 00:00,2017,6,June,Q2,24,12,Monday
13-06-2017 00:00,2017,6,June,Q2,24,13,Tuesday
14-06-2017 00:00,2017,6,June,Q2,24,14,Wednesday
